"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.476075010E-1,3.543172121E0,7.516453862E-1,9.018548965E0,9.718706957E0
6.499939070E-1,3.375674486E0,7.157530785E-1,1.017009449E1,1.073956715E1
6.523803130E-1,3.232105255E0,7.061817646E-1,1.038574791E1,1.089995214E1
6.547667190E-1,3.083451033E0,6.894320250E-1,1.017009449E1,1.064959195E1
6.571531260E-1,2.913560629E0,6.750751138E-1,9.926026344E0,1.036680090E1
6.595395840E-1,2.710170746E0,6.822535396E-1,9.897313118E0,1.028432313E1
6.619259900E-1,2.494517565E0,7.205387354E-1,1.015573788E1,1.048240458E1
6.643123960E-1,2.312663078E0,7.923234105E-1,1.053649521E1,1.081637269E1
6.666988030E-1,2.178664923E0,9.026923180E-1,1.082363415E1,1.107756699E1
6.690852610E-1,2.059023857E0,1.029511929E0,1.088824081E1,1.112893805E1
6.714716670E-1,1.793121457E0,1.125224829E0,1.056520939E1,1.077520603E1
6.738580730E-1,1.460519075E0,1.189831018E0,1.014377308E1,1.031721601E1
6.762444800E-1,1.108475089E0,1.223330617E0,9.696016312E0,9.835547119E0
6.786308860E-1,7.779664397E-1,1.232901812E0,9.250652313E0,9.364819639E0
6.810173440E-1,5.051847100E-1,1.220937729E0,8.829515457E0,8.927835333E0
6.834037510E-1,3.161516786E-1,1.197009563E0,8.489435196E0,8.579236197E0
6.857901570E-1,2.177468538E-1,1.161117196E0,8.269295692E0,8.353254341E0
6.881765630E-1,2.081755698E-1,1.120439172E0,8.178368568E0,8.257386599E0
6.905629690E-1,2.850449979E-1,1.077368379E0,8.171190262E0,8.246837186E0
6.929494280E-1,4.214358926E-1,1.034297585E0,8.187939644E0,8.263760362E0
6.953358340E-1,5.841478109E-1,9.888339639E-1,8.211868286E0,8.291791243E0
6.977222400E-1,7.492526174E-1,9.433703423E-1,8.252546310E0,8.340014850E0
7.001086460E-1,8.907282352E-1,8.907282352E-1,8.305188179E0,8.400175252E0
7.024950530E-1,9.984052777E-1,8.330013752E-1,8.367402077E0,8.467828642E0
7.048815110E-1,1.084546804E0,7.636095285E-1,8.427222252E0,8.530968067E0
7.072679170E-1,1.168295622E0,6.798607111E-1,8.479864120E0,8.586921494E0
7.096543230E-1,1.259222865E0,5.793621540E-1,8.520542145E0,8.632551255E0
7.120407300E-1,1.357328653E0,4.621138871E-1,8.546863556E0,8.666300650E0
7.144271360E-1,1.458126307E0,3.305086195E-1,8.561220169E0,8.690791624E0
7.168135940E-1,1.558624864E0,1.890329868E-1,8.568398476E0,8.711056042E0
7.192000010E-1,1.654337764E0,4.546362907E-2,8.556434631E0,8.715014284E0
7.215864070E-1,1.738086581E0,-1.004985496E-1,8.525327682E0,8.701279045E0
7.239728130E-1,1.807478428E0,-2.440679073E-1,8.475078583E0,8.669112088E0
7.263592710E-1,1.869691849E0,-3.855435550E-1,8.396115303E0,8.610409028E0
7.287456780E-1,1.917548299E0,-5.195416212E-1,8.300402641E0,8.534846160E0
7.311320840E-1,1.958226204E0,-6.487540603E-1,8.175975800E0,8.432206827E0
7.335184900E-1,2.001596212E0,-7.755736113E-1,8.051250458E0,8.332498770E0
7.359048960E-1,2.039881229E0,-8.979067206E-1,7.910073280E0,8.218066148E0
7.382913550E-1,2.073380709E0,-1.010369420E0,7.768897057E0,8.104043152E0
7.406777610E-1,2.102094650E0,-1.110867858E0,7.627720356E0,7.989677537E0
7.430641670E-1,2.116451740E0,-1.201795220E0,7.486244678E0,7.871946335E0
7.454505730E-1,2.104487419E0,-1.275972724E0,7.349853992E0,7.750956547E0
7.478369800E-1,2.054238319E0,-1.338186026E0,7.211070061E0,7.616440660E0
7.502234380E-1,1.970489502E0,-1.390828133E0,7.077072144E0,7.476776170E0
7.526098440E-1,1.857727647E0,-1.427019596E0,6.937989235E0,7.322788510E0
7.549962510E-1,1.733300924E0,-1.458126307E0,6.808776855E0,7.175646778E0
7.573826570E-1,1.599302888E0,-1.489233017E0,6.686742783E0,7.034778870E0
7.597691150E-1,1.455733418E0,-1.517946839E0,6.581458569E0,6.909335661E0
7.621555210E-1,1.299900889E0,-1.549053550E0,6.507281303E0,6.814251183E0
7.645419280E-1,1.132403374E0,-1.575374603E0,6.466603279E0,6.751377675E0
7.669283340E-1,9.529415965E-1,-1.601695657E0,6.476174355E0,6.739017802E0
7.693147400E-1,7.588238716E-1,-1.623231053E0,6.514459610E0,6.756395247E0
7.717011980E-1,5.650052428E-1,-1.642373681E0,6.586244106E0,6.811404676E0
7.740876050E-1,3.640081584E-1,-1.659123421E0,6.655636311E0,6.868965509E0
7.764740110E-1,1.698904037E-1,-1.668694735E0,6.744170666E0,6.949621776E0
7.788604170E-1,-7.178467698E-3,-1.680658817E0,6.830312252E0,7.034047985E0
7.812468230E-1,-1.555334777E-1,-1.699801445E0,6.926024914E0,7.133255689E0
7.836332820E-1,-2.775674164E-1,-1.726122379E0,7.026822567E0,7.241048096E0
7.860196880E-1,-3.640081584E-1,-1.754836321E0,7.134500027E0,7.356156815E0
7.884060940E-1,-4.238287210E-1,-1.788335800E0,7.263712406E0,7.492615941E0
7.907925010E-1,-4.597210586E-1,-1.821835399E0,7.400103092E0,7.634916728E0
7.931789590E-1,-4.836492836E-1,-1.860120535E0,7.558029652E0,7.798575335E0
7.955653650E-1,-4.932205677E-1,-1.907976985E0,7.728219032E0,7.975525821E0
7.979517710E-1,-4.812564552E-1,-1.970489502E0,7.922037601E0,8.177598450E0
8.003381780E-1,-4.453641176E-1,-2.059023857E0,8.166404724E0,8.433747362E0
